cote_carnet,Nom_image,Piece,titre_carnet,annees,Intitule,Lieu_Precis,coordonnées géographiques,Support,Dimensions_largeur_hauteur),Precision_vue
93AJ/316/28,FRAN126_1734_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,Charleville-Mézières,,"49.76,4.7194444444444",Papier,"19 x 14,5 cm",fol. 64v-65r
93AJ/316/28,FRAN126_1735_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,Besançon,,"47.242222222222,6.0213888888889",Papier,"19 x 14,5 cm",fol. 65v-66r
93AJ/316/28,FRAN126_1736_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,Boussières,,"47.1575,5.9013888888889",Papier,"19 x 14,5 cm",fol. 66v-67r
93AJ/316/28,FRAN126_1737_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,porte Noire,porte Noire,"47.23472222,6.02972222",Papier,"19 x 14,5 cm",fol. 67v-68r
93AJ/316/28,FRAN126_1739_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,rue Gay-Lussac,rue Gay-Lussac,"48.8441,2.34211",Papier,"19 x 14,5 cm",fol. 69v-70r
93AJ/316/28,FRAN126_1740_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,rue Gay-Lussac,rue Gay-Lussac,"48.8441,2.34211",Papier,"19 x 14,5 cm",fol. 70v-71r
93AJ/316/28,FRAN126_1741_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,rue Gay-Lussac,rue Gay-Lussac,"48.8441,2.34211",Papier,"19 x 14,5 cm",fol. 71v-72r
93AJ/316/28,FRAN126_1742_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,Nangis,,"48.555,3.0147222222222",Papier,"19 x 14,5 cm",fol. 72v-73r
93AJ/316/28,FRAN126_1743_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,Nangis,,"48.555,3.0147222222222",Papier,"19 x 14,5 cm",fol. 73v-74r
93AJ/316/28,FRAN126_1744_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,Rampillon,,"48.549722222222,3.0661111111111",Papier,"19 x 14,5 cm",fol. 74v-75r
93AJ/316/28,FRAN126_1745_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,Rampillon,,"48.549722222222,3.0661111111111",Papier,"19 x 14,5 cm",fol. 75v-76r
93AJ/316/28,,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,Provins,,"48.558888888889,3.2994444444444",,,
93AJ/316/28,FRAN126_1746_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,église Sainte-Croix,église Sainte-Croix,"48.5611,3.2985",Papier,"19 x 14,5 cm",fol. 76v-77r
93AJ/316/28,FRAN126_1747_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,église Sainte-Croix,église Sainte-Croix,"48.5611,3.2985",Papier,"19 x 14,5 cm",fol. 77v-78r
93AJ/316/28,FRAN126_1748_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,collégiale Saint-Quiriace de Provins,collégiale Saint-Quiriace de Provins,"48.560866,3.29161",Papier,"19 x 14,5 cm",fol. 78v-79r
93AJ/316/28,FRAN126_1749_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,collégiale Saint-Quiriace de Provins,collégiale Saint-Quiriace de Provins,"48.560866,3.29161",Papier,"19 x 14,5 cm",fol. 79v-80r
93AJ/316/28,FRAN126_1750_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,tour César,tour César,"48.5614,3.29",Papier,"19 x 14,5 cm",fol. 80v-81r
93AJ/316/28,FRAN126_1751_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,tour César,tour César,"48.5614,3.29",Papier,"19 x 14,5 cm",fol. 81v-82r
93AJ/316/28,FRAN126_1752_L.jpg,Carnet n°38,"Voyages en Île-de-France, Picardie, Bourgogne, Savoie, Suisse et Franche-Comté",1865-1866,tour César,tour César,"48.5614,3.29",Papier,"19 x 14,5 cm",fol. 82v-83r
93AJ/316/29,FRAN126_1763_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Saint-Maur-des-Fossés,,"48.8025,2.4855555555556",Papier,"19,5 x 14,5 cm",fol. 1v-2r
93AJ/316/29,FRAN126_1764_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Guéret,,"46.170555555556,1.8683333333333",Papier,"19,5 x 14,5 cm",fol. 2v-3r
93AJ/316/29,FRAN126_1765_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Guéret,,"46.170555555556,1.8683333333333",Papier,"19,5 x 14,5 cm",fol. 3v-4r
93AJ/316/29,FRAN126_1766_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Guéret,,"46.170555555556,1.8683333333333",Papier,"19,5 x 14,5 cm",fol. 4v-5r
93AJ/316/29,FRAN126_1767_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Guéret,,"46.170555555556,1.8683333333333",Papier,"19,5 x 14,5 cm",fol. 5v-6r
93AJ/316/29,FRAN126_1768_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Guéret,,"46.170555555556,1.8683333333333",Papier,"19,5 x 14,5 cm",fol. 6v-7r
93AJ/316/29,FRAN126_1772_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Troyes,,"48.298888888889,4.0780555555556",Papier,"19,5 x 14,5 cm",fol. 10v-11r
93AJ/316/29,FRAN126_1773_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Troyes,,"48.298888888889,4.0780555555556",Papier,"19,5 x 14,5 cm",fol. 11v-12r
93AJ/316/29,FRAN126_1774_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Troyes,,"48.298888888889,4.0780555555556",Papier,"19,5 x 14,5 cm",fol. 12v-13r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,église Saint-Jean-du-Marché de Troyes,,"48.2967,4.07386",,,
93AJ/316/29,FRAN126_1775_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Troyes,,"48.298888888889,4.0780555555556",Papier,"19,5 x 14,5 cm",fol. 13v-14r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,église Saint-Jean-du-Marché de Troyes,,"48.2967,4.07386",,,
93AJ/316/29,FRAN126_1776_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Troyes,,"48.298888888889,4.0780555555556",Papier,"19,5 x 14,5 cm",fol. 14v-15r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,église Saint-Jean-du-Marché de Troyes,,"48.2967,4.07386",,,
93AJ/316/29,FRAN126_1777_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Troyes,,"48.298888888889,4.0780555555556",Papier,"19,5 x 14,5 cm",fol. 15v-16r
93AJ/316/29,FRAN126_1778_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Troyes,,"48.298888888889,4.0780555555556",Papier,"19,5 x 14,5 cm",fol. 16v-17r
93AJ/316/29,FRAN126_1779_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Troyes,,"48.298888888889,4.0780555555556",Papier,"19,5 x 14,5 cm",fol. 17v-18r
93AJ/316/29,FRAN126_1780_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Troyes,,"48.298888888889,4.0780555555556",Papier,"19,5 x 14,5 cm",fol. 18v-19r
93AJ/316/29,FRAN126_1781_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Troyes,,"48.298888888889,4.0780555555556",Papier,"19,5 x 14,5 cm",fol. 19v-20r
93AJ/316/29,FRAN126_1782_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Moussey,,"48.673611111111,6.7825",Papier,"19,5 x 14,5 cm",fol. 20v-21r
93AJ/316/29,FRAN126_1783_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Moussey,,"48.673611111111,6.7825",Papier,"19,5 x 14,5 cm",fol. 21v-22r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,église Saint-Pantaléon de Troyes,,"48.294581,4.071621",,,
93AJ/316/29,FRAN126_1784_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Troyes,,"48.298888888889,4.0780555555556",Papier,"19,5 x 14,5 cm",fol. 22v-23r
93AJ/316/29,FRAN126_1785_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Troyes,,"48.298888888889,4.0780555555556",Papier,"19,5 x 14,5 cm",fol. 23v-24r
93AJ/316/29,FRAN126_1786_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Troyes,,"48.298888888889,4.0780555555556",Papier,"19,5 x 14,5 cm",fol. 24v-25r
93AJ/316/29,FRAN126_1787_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Pont-Sainte-Marie,,"48.320555555556,4.1013888888889",Papier,"19,5 x 14,5 cm",fol. 25v-26r
93AJ/316/29,FRAN126_1788_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Sainte-Savine,,"48.294722222222,4.0488888888889",Papier,"19,5 x 14,5 cm",fol. 26v-27r
93AJ/316/29,FRAN126_1789_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Saint-André-lez-Lille,,"50.660277777778,3.0438888888889",Papier,"19,5 x 14,5 cm",fol. 27v-28r
93AJ/316/29,FRAN126_1790_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Saint-André-lez-Lille,,"50.660277777778,3.0438888888889",Papier,"19,5 x 14,5 cm",fol. 28v-29r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Saint-Lyé,,"48.363611111111,4.0013888888889",,,
93AJ/316/29,FRAN126_1791_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Saint-André-lez-Lille,,"50.660277777778,3.0438888888889",Papier,"19,5 x 14,5 cm",fol. 29v-30r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Saint-Lyé,,"48.363611111111,4.0013888888889",,,
93AJ/316/29,FRAN126_1792_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Savières,,"48.407222222222,3.9516666666667",Papier,"19,5 x 14,5 cm",fol. 30v-31r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Saint-Urbain,,"48.400277777778,-4.2263888888889",,,
93AJ/316/29,FRAN126_1794_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Saint-Urbain,,"48.400277777778,-4.2263888888889",Papier,"19,5 x 14,5 cm",fol. 32v-33r
93AJ/316/29,FRAN126_1795_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Saint-Urbain,,"48.400277777778,-4.2263888888889",Papier,"19,5 x 14,5 cm",fol. 33v-34r
93AJ/316/29,FRAN126_1796_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,cathédrale Saint-Pierre-et-Saint-Paul de Troyes,cathédrale Saint-Pierre-et-Saint-Paul de Troyes,"48.300277777778,4.0813888888889",Papier,"19,5 x 14,5 cm",fol. 34v-35r
93AJ/316/29,FRAN126_1797_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,cathédrale Saint-Pierre-et-Saint-Paul de Troyes,cathédrale Saint-Pierre-et-Saint-Paul de Troyes,"48.300277777778,4.0813888888889",Papier,"19,5 x 14,5 cm",fol. 35v-36r
93AJ/316/29,FRAN126_1798_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,cathédrale Saint-Pierre-et-Saint-Paul de Troyes,cathédrale Saint-Pierre-et-Saint-Paul de Troyes,"48.300277777778,4.0813888888889",Papier,"19,5 x 14,5 cm",fol. 36v-37r
93AJ/316/29,FRAN126_1799_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,cathédrale Saint-Pierre-et-Saint-Paul de Troyes,cathédrale Saint-Pierre-et-Saint-Paul de Troyes,"48.300277777778,4.0813888888889",Papier,"19,5 x 14,5 cm",fol. 37v-38r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,La Madeleine,,"50.655277777778,3.0702777777778",,,
93AJ/316/29,FRAN126_1800_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Bar-sur-Aube,,"48.233055555556,4.7063888888889",Papier,"19,5 x 14,5 cm",fol. 38v-39r
93AJ/316/29,FRAN126_1801_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Bar-sur-Aube,,"48.233055555556,4.7063888888889",Papier,"19,5 x 14,5 cm",fol. 39v-40r
93AJ/316/29,FRAN126_1802_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Bar-sur-Aube,,"48.233055555556,4.7063888888889",Papier,"19,5 x 14,5 cm",fol. 40v-41r
93AJ/316/29,FRAN126_1803_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Bar-sur-Aube,,"48.233055555556,4.7063888888889",Papier,"19,5 x 14,5 cm",fol. 41v-42r
93AJ/316/29,FRAN126_1804_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Bar-sur-Aube,,"48.233055555556,4.7063888888889",Papier,"19,5 x 14,5 cm",fol. 42v-43r
93AJ/316/29,FRAN126_1805_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Bar-sur-Aube,,"48.233055555556,4.7063888888889",Papier,"19,5 x 14,5 cm",fol. 43v-44r
93AJ/316/29,FRAN126_1806_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Châteaudun,,"48.070833333333,1.3377777777778",Papier,"19,5 x 14,5 cm",fol. 44v-45r
93AJ/316/29,FRAN126_1807_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Épinal,,"48.173611111111,6.4516666666667",Papier,"19,5 x 14,5 cm",fol. 45v-46r
93AJ/316/29,FRAN126_1808_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Épinal,,"48.173611111111,6.4516666666667",Papier,"19,5 x 14,5 cm",fol. 46v-47r
93AJ/316/29,FRAN126_1809_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Épinal,,"48.173611111111,6.4516666666667",Papier,"19,5 x 14,5 cm",fol. 47v-48r
93AJ/316/29,FRAN126_1810_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Épinal,,"48.173611111111,6.4516666666667",Papier,"19,5 x 14,5 cm",fol. 48v-49r
93AJ/316/29,FRAN126_1811_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Épinal,,"48.173611111111,6.4516666666667",Papier,"19,5 x 14,5 cm",fol. 49v-50r
93AJ/316/29,FRAN126_1812_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Épinal,,"48.173611111111,6.4516666666667",Papier,"19,5 x 14,5 cm",fol. 50v-51r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Luxeuil-les-Bains,,"47.816111111111,6.3808333333333",,,
93AJ/316/29,FRAN126_1813_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Luxeuil-les-Bains,,"47.816111111111,6.3808333333333",Papier,"19,5 x 14,5 cm",fol. 51v-52r
93AJ/316/29,FRAN126_1814_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Luxeuil-les-Bains,,"47.816111111111,6.3808333333333",Papier,"19,5 x 14,5 cm",fol. 52v-53r
93AJ/316/29,FRAN126_1815_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,abbaye de Luxeuil,abbaye de Luxeuil,"47.816388888889,6.3813888888889",Papier,"19,5 x 14,5 cm",fol. 53v-54r
93AJ/316/29,FRAN126_1816_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,abbaye de Luxeuil,abbaye de Luxeuil,"47.816388888889,6.3813888888889",Papier,"19,5 x 14,5 cm",fol. 54v-55r
93AJ/316/29,FRAN126_1817_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,abbaye de Luxeuil,abbaye de Luxeuil,"47.816388888889,6.3813888888889",Papier,"19,5 x 14,5 cm",fol. 55v-56r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,abbaye de Luxeuil,,"48.173611111111,6.4516666666667",,,
93AJ/316/29,FRAN126_1818_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Remiremont,,"48.016944444444,6.59",Papier,"19,5 x 14,5 cm",fol. 56v-57r
93AJ/316/29,FRAN126_1819_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Remiremont,,"48.016944444444,6.59",Papier,"19,5 x 14,5 cm",fol. 57v-58r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Saint-Dié-des-Vosges,,"48.284166666667,6.9491666666667",,,
93AJ/316/29,FRAN126_1820_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Saint-Dié-des-Vosges,,"48.284166666667,6.9491666666667",Papier,"19,5 x 14,5 cm",fol. 58v-59r
93AJ/316/29,FRAN126_1821_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Saint-Dié-des-Vosges,,"48.284166666667,6.9491666666667",Papier,"19,5 x 14,5 cm",fol. 59v-60r
93AJ/316/29,FRAN126_1822_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Saint-Dié-des-Vosges,,"48.284166666667,6.9491666666667",Papier,"19,5 x 14,5 cm",fol. 60v-61r
93AJ/316/29,FRAN126_1823_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Saint-Dié-des-Vosges,,"48.284166666667,6.9491666666667",Papier,"19,5 x 14,5 cm",fol. 61v-62r
93AJ/316/29,FRAN126_1824_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Val d'Argent,,"48.233,7.17",Papier,"19,5 x 14,5 cm",fol. 62v-63r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,cathédrale Notre-Dame-de-l'Assomption de Pise,cathédrale Notre-Dame-de-l'Assomption de Pise,"43.722664,10.395996",,,
93AJ/316/29,FRAN126_1825_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Hungersberg,,"49.833333333333,10.55",Papier,"19,5 x 14,5 cm",fol. 63v-64r
93AJ/316/29,FRAN126_1826_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Wachstein,,"49.0769,10.8311",Papier,"19,5 x 14,5 cm",fol. 64v-65r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Holtz,,"49.8,5.7833333333333",,,
93AJ/316/29,FRAN126_1828_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,mont Rivel,,"46.7608,5.92639",Papier,"19,5 x 14,5 cm",fol. 66v-67r
93AJ/316/29,FRAN126_1830_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Château de Chaux-des-Crotenay,Château de Chaux-des-Crotenay,"46.654292,5.963323",Papier,"19,5 x 14,5 cm",fol. 68v-69r
93AJ/316/29,FRAN126_1831_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Château de Chaux-des-Crotenay,Château de Chaux-des-Crotenay,"46.654292,5.963323",Papier,"19,5 x 14,5 cm",fol. 69v-70r
93AJ/316/29,FRAN126_1832_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Château de Chaux-des-Crotenay,Château de Chaux-des-Crotenay,"46.654292,5.963323",Papier,"19,5 x 14,5 cm",fol. 70v-71r
93AJ/316/29,FRAN126_1833_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Sirod,,"46.733055555556,5.9838888888889",Papier,"19,5 x 14,5 cm",fol. 71v-72r
93AJ/316/29,FRAN126_1834_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Sirod,,"46.733055555556,5.9838888888889",Papier,"19,5 x 14,5 cm",fol. 72v-73r
93AJ/316/29,FRAN126_1835_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Besançon,,"47.242222222222,6.0213888888889",Papier,"19,5 x 14,5 cm",fol. 73v-74r
93AJ/316/29,FRAN126_1836_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Besançon,,"47.242222222222,6.0213888888889",Papier,"19,5 x 14,5 cm",fol. 74v-75r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Besançon,,"47.060833333333,6.6702777777778",,,
93AJ/316/29,FRAN126_1837_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,col des Roches,,"47.050696,6.720382",Papier,"19,5 x 14,5 cm",fol. 75v-76r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Montbenoît,,"46.992777777778,6.4619444444444",,,
93AJ/316/29,FRAN126_1839_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Montbenoît,,"46.992777777778,6.4619444444444",Papier,"19,5 x 14,5 cm",fol. 77v-78r
93AJ/316/29,FRAN126_1840_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Montbenoît,,"46.992777777778,6.4619444444444",Papier,"19,5 x 14,5 cm",fol. 78v-79r
93AJ/316/29,FRAN126_1841_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Brugny-Vaudancourt,,"48.999166666667,3.8863888888889",Papier,"19,5 x 14,5 cm",fol. 79v-80r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Mouthier-Haute-Pierre,,"47.038888888889,6.2758333333333",,,
93AJ/316/29,FRAN126_1843_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Besançon,,"47.242222222222,6.0213888888889",Papier,"19,5 x 14,5 cm",fol. 81v-82r
93AJ/316/29,FRAN126_1844_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Besançon,,"47.242222222222,6.0213888888889",Papier,"19,5 x 14,5 cm",fol. 82v-83r
93AJ/316/29,FRAN126_1845_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Besançon,,"47.242222222222,6.0213888888889",Papier,"19,5 x 14,5 cm",fol. 83v-84r
93AJ/316/29,,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Ballancourt-sur-Essonne,,"48.525555555556,2.3855555555556",,,
93AJ/316/29,FRAN126_1846_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,Ballancourt-sur-Essonne,,"48.525555555556,2.3855555555556",Papier,"19,5 x 14,5 cm",fol. 84v-85r
93AJ/316/29,FRAN126_1847_L.jpg,Carnet n°39,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",1866,église Saint-Marcel,église Saint-Marcel,"48.8374,2.35946",,,fol.85v-86r
