Cote,Piece,annees,cote_carnet,titre_carnet,Intitule,coordonnées géographiques,Lieu_Precis,Support,Dimensions_largeur_hauteur),Precision_vue,Observations,Nom_image,Localite_Ademec,Lieu visité
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Saint-Lyé,"48.363611111111,4.0013888888889",,,,,,,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Saint-André.,"50.660277777778,3.0438888888889",,Papier,"19,5 x 14,5 cm",fol. 29v-30r,,FRAN126_1791_L.jpg,Saint-André-lez-Lille,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Saint-Lyé,"48.363611111111,4.0013888888889",,,,,,,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Savières,"48.407222222222,3.9516666666667",,Papier,"19,5 x 14,5 cm",fol. 30v-31r,,FRAN126_1792_L.jpg,Savières,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Saint-Urbain,"48.400277777778,-4.2263888888889",,,,,,,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Saint-Urbain.,"48.400277777778,-4.2263888888889",,Papier,"19,5 x 14,5 cm",fol. 32v-33r,,FRAN126_1794_L.jpg,Saint-Urbain,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Saint-Urbain.,"48.400277777778,-4.2263888888889",,Papier,"19,5 x 14,5 cm",fol. 33v-34r,,FRAN126_1795_L.jpg,Saint-Urbain,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Troyes, Cathédrale.","48.300277777778,4.0813888888889",cathédrale Saint-Pierre-et-Saint-Paul de Troyes,Papier,"19,5 x 14,5 cm",fol. 34v-35r,,FRAN126_1796_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Troyes, Cathédrale.","48.300277777778,4.0813888888889",cathédrale Saint-Pierre-et-Saint-Paul de Troyes,Papier,"19,5 x 14,5 cm",fol. 35v-36r,,FRAN126_1797_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Troyes, Cathédrale.","48.300277777778,4.0813888888889",cathédrale Saint-Pierre-et-Saint-Paul de Troyes,Papier,"19,5 x 14,5 cm",fol. 36v-37r,,FRAN126_1798_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Troyes, Cathédrale.","48.300277777778,4.0813888888889",cathédrale Saint-Pierre-et-Saint-Paul de Troyes,Papier,"19,5 x 14,5 cm",fol. 37v-38r,,FRAN126_1799_L.jpg,Troyes,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",La Madeleine,"50.655277777778,3.0702777777778",,,,,,,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Bar-sur-Aube,"48.233055555556,4.7063888888889",,Papier,"19,5 x 14,5 cm",fol. 38v-39r,,FRAN126_1800_L.jpg,Bar-sur-Aube,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Bar-sur-Aube,"48.233055555556,4.7063888888889",,Papier,"19,5 x 14,5 cm",fol. 39v-40r,,FRAN126_1801_L.jpg,Bar-sur-Aube,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Bar-sur-Aube,"48.233055555556,4.7063888888889",,Papier,"19,5 x 14,5 cm",fol. 40v-41r,,FRAN126_1802_L.jpg,Bar-sur-Aube,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Bar-sur-Aube,"48.233055555556,4.7063888888889",,Papier,"19,5 x 14,5 cm",fol. 41v-42r,,FRAN126_1803_L.jpg,Bar-sur-Aube,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Bar-sur-Aube. Église Saint-Maclou.,"48.233055555556,4.7063888888889",,Papier,"19,5 x 14,5 cm",fol. 42v-43r,,FRAN126_1804_L.jpg,Bar-sur-Aube,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Bar-sur-Aube. Église Saint-Maclou.,"48.233055555556,4.7063888888889",,Papier,"19,5 x 14,5 cm",fol. 43v-44r,,FRAN126_1805_L.jpg,Bar-sur-Aube,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Châteaudun,"48.070833333333,1.3377777777778",,Papier,"19,5 x 14,5 cm",fol. 44v-45r,,FRAN126_1806_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Épinal,"48.173611111111,6.4516666666667",,Papier,"19,5 x 14,5 cm",fol. 45v-46r,,FRAN126_1807_L.jpg,Épinal,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Épinal,"48.173611111111,6.4516666666667",,Papier,"19,5 x 14,5 cm",fol. 46v-47r,,FRAN126_1808_L.jpg,Épinal,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Épinal,"48.173611111111,6.4516666666667",,Papier,"19,5 x 14,5 cm",fol. 47v-48r,,FRAN126_1809_L.jpg,Épinal,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Épinal, Musée.","48.173611111111,6.4516666666667",,Papier,"19,5 x 14,5 cm",fol. 48v-49r,,FRAN126_1810_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Épinal, Musée.","48.173611111111,6.4516666666667",,Papier,"19,5 x 14,5 cm",fol. 49v-50r,,FRAN126_1811_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Épinal, Musée.","48.173611111111,6.4516666666667",,Papier,"19,5 x 14,5 cm",fol. 50v-51r,,FRAN126_1812_L.jpg,Épinal,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Luxeuil-les-Bains,"47.816111111111,6.3808333333333",,,,,,,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Luxeuil-les-Bains,"47.816111111111,6.3808333333333",,Papier,"19,5 x 14,5 cm",fol. 51v-52r,,FRAN126_1813_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Luxeuil-les-Bains,"47.816111111111,6.3808333333333",,Papier,"19,5 x 14,5 cm",fol. 52v-53r,,FRAN126_1814_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Luxeuil, Abbaye.","47.816388888889,6.3813888888889",abbaye de Luxeuil,Papier,"19,5 x 14,5 cm",fol. 53v-54r,,FRAN126_1815_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Luxeuil, Abbaye.","47.816388888889,6.3813888888889",abbaye de Luxeuil,Papier,"19,5 x 14,5 cm",fol. 54v-55r,,FRAN126_1816_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Luxeuil, Abbaye.","47.816388888889,6.3813888888889",abbaye de Luxeuil,Papier,"19,5 x 14,5 cm",fol. 55v-56r,,FRAN126_1817_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Épinal, Musée.","48.173611111111,6.4516666666667",,,,,,,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Remiremont,"48.016944444444,6.59",,Papier,"19,5 x 14,5 cm",fol. 56v-57r,,FRAN126_1818_L.jpg,Remiremont,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Remiremont,"48.016944444444,6.59",,Papier,"19,5 x 14,5 cm",fol. 57v-58r,,FRAN126_1819_L.jpg,Remiremont,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Saint-Dié-des-Vosges,"48.284166666667,6.9491666666667",,,,,,,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Saint-Dié. Église.,"48.284166666667,6.9491666666667",,Papier,"19,5 x 14,5 cm",fol. 58v-59r,,FRAN126_1820_L.jpg,Saint-Dié-des-Vosges,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Saint-Dié. Église.,"48.284166666667,6.9491666666667",,Papier,"19,5 x 14,5 cm",fol. 59v-60r,,FRAN126_1821_L.jpg,Saint-Dié-des-Vosges,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Saint-Dié. Église.,"48.284166666667,6.9491666666667",,Papier,"19,5 x 14,5 cm",fol. 60v-61r,,FRAN126_1822_L.jpg,Saint-Dié-des-Vosges,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Saint-Dié. Église.,"48.284166666667,6.9491666666667",,Papier,"19,5 x 14,5 cm",fol. 61v-62r,,FRAN126_1823_L.jpg,Saint-Dié-des-Vosges,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Val d'Argent,"48.233,7.17",,Papier,"19,5 x 14,5 cm",fol. 62v-63r,,FRAN126_1824_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Strasbourg, cathédrale.","43.722664,10.395996",cathédrale Notre-Dame-de-l'Assomption de Pise,,,,,,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Hungersberg,"49.833333333333,10.55",,Papier,"19,5 x 14,5 cm",fol. 63v-64r,,FRAN126_1825_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Wachstein,"49.0769,10.8311",,Papier,"19,5 x 14,5 cm",fol. 64v-65r,,FRAN126_1826_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Holtz,"49.8,5.7833333333333",,,,,,,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",mont Rivel,"46.7608,5.92639",,Papier,"19,5 x 14,5 cm",fol. 66v-67r,,FRAN126_1828_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","La Chaux des Crotenay, Château.","46.654292,5.963323",Château de Chaux-des-Crotenay,Papier,"19,5 x 14,5 cm",fol. 68v-69r,,FRAN126_1830_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","La Chaux des Crotenay, Château.","46.654292,5.963323",Château de Chaux-des-Crotenay,Papier,"19,5 x 14,5 cm",fol. 69v-70r,,FRAN126_1831_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","La Chaux des Crotenay, Château.","46.654292,5.963323",Château de Chaux-des-Crotenay,Papier,"19,5 x 14,5 cm",fol. 70v-71r,,FRAN126_1832_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Sirod,"46.733055555556,5.9838888888889",,Papier,"19,5 x 14,5 cm",fol. 71v-72r,,FRAN126_1833_L.jpg,Sirod,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Sirod,"46.733055555556,5.9838888888889",,Papier,"19,5 x 14,5 cm",fol. 72v-73r,,FRAN126_1834_L.jpg,Sirod,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Besançon,"47.242222222222,6.0213888888889",,Papier,"19,5 x 14,5 cm",fol. 73v-74r,,FRAN126_1835_L.jpg,Besançon,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Besançon,"47.242222222222,6.0213888888889",,Papier,"19,5 x 14,5 cm",fol. 74v-75r,,FRAN126_1836_L.jpg,Besançon,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Villers-le-Lac, menhir.","47.060833333333,6.6702777777778",,,,,,,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",col des Roches,"47.050696,6.720382",,Papier,"19,5 x 14,5 cm",fol. 75v-76r,,FRAN126_1837_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Montbenoît,"46.992777777778,6.4619444444444",,,,,,,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Montbenoît,"46.992777777778,6.4619444444444",,Papier,"19,5 x 14,5 cm",fol. 77v-78r,,FRAN126_1839_L.jpg,Montbenoît,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Montbenoît,"46.992777777778,6.4619444444444",,Papier,"19,5 x 14,5 cm",fol. 78v-79r,,FRAN126_1840_L.jpg,Montbenoît,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Brugny-Vaudancourt,"48.999166666667,3.8863888888889",,Papier,"19,5 x 14,5 cm",fol. 79v-80r,,FRAN126_1841_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Mouthier-Haute-Pierre,"47.038888888889,6.2758333333333",,,,,,,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Besançon, Musée.","47.242222222222,6.0213888888889",,Papier,"19,5 x 14,5 cm",fol. 81v-82r,,FRAN126_1843_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Besançon, Musée.","47.242222222222,6.0213888888889",,Papier,"19,5 x 14,5 cm",fol. 82v-83r,,FRAN126_1844_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Besançon, Musée.","47.242222222222,6.0213888888889",,Papier,"19,5 x 14,5 cm",fol. 83v-84r,,FRAN126_1845_L.jpg,Besançon,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Ballancourt-sur-Essonne,"48.525555555556,2.3855555555556",,,,,,,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté",Ballancourt-sur-Essonne,"48.525555555556,2.3855555555556",,Papier,"19,5 x 14,5 cm",fol. 84v-85r,,FRAN126_1846_L.jpg,,
93AJ/316,Carnet n°39,1866,93AJ/316/29,"Voyage dans la Marche, en Lorraine, Champagne, Alsace et Franche-Comté","Paris, Ruines de l'église Saint-Marcel.","48.8374,2.35946",église Saint-Marcel,,,fol.85v-86r,,FRAN126_1847_L.jpg,,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Boulogne-sur-Mer,"50.725555555556,1.6138888888889",,,,,,,,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France","Boulogne-sur-Mer, musée.","50.725555555556,1.6138888888889",,Papier,20 x 14 cm,fol. 2v-3r,,FRAN126_1857_L.jpg,,Musée de Boulogne
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France","Boulogne-sur-Mer, musée.","50.725555555556,1.6138888888889",,Papier,20 x 14 cm,fol. 3v-4r,,FRAN126_1858_L.jpg,,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France","Boulogne-sur-Mer, musée.","50.725555555556,1.6138888888889",,Papier,20 x 14 cm,fol. 4v-5r,,FRAN126_1859_L.jpg,,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France","Boulogne-sur-Mer, musée.","50.725555555556,1.6138888888889",,Papier,20 x 14 cm,fol. 5v-6r,,FRAN126_1860_L.jpg,,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Agnetz,"49.382222222222,2.3841666666667",,Papier,20 x 14 cm,fol. 6v-7r,,FRAN126_1861_L.jpg,Agnetz,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Agnetz,"49.382222222222,2.3841666666667",,Papier,20 x 14 cm,fol. 7v-8r,,FRAN126_1862_L.jpg,Agnetz,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Agnetz,"49.382222222222,2.3841666666667",,Papier,20 x 14 cm,fol. 8v-9r,,FRAN126_1863_L.jpg,Agnetz,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Clermont,"45.779722222222,3.0869444444444",,Papier,20 x 14 cm,fol. 9v-10r,,FRAN126_1864_L.jpg,Clermont-Ferrand,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Clermont,"45.779722222222,3.0869444444444",,Papier,20 x 14 cm,fol. 10v-11r,,FRAN126_1865_L.jpg,Clermont-Ferrand,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Clermont,"45.779722222222,3.0869444444444",,Papier,20 x 14 cm,fol. 11v-12r,,FRAN126_1866_L.jpg,Clermont-Ferrand,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Clermont,"45.779722222222,3.0869444444444",,Papier,20 x 14 cm,fol. 12v-13r,,FRAN126_1867_L.jpg,Clermont-Ferrand,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Clermont,"45.779722222222,3.0869444444444",,Papier,20 x 14 cm,fol. 13v-14r,,FRAN126_1868_L.jpg,Clermont-Ferrand,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Cambronne-lès-Clermont,"49.33,2.3994444444444",,,,,,,,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Cambronne-lès-Clermont,"49.33,2.3994444444444",,Papier,20 x 14 cm,fol. 14v-15r,,FRAN126_1869_L.jpg,Cambronne-lès-Clermont,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France","Bordeaux, musée.","44.837777777778,-0.57944444444444",,Papier,20 x 14 cm,fol. 21v-22r,,FRAN126_1876_L.jpg,,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France","Bordeaux, musée.","44.837777777778,-0.57944444444444",,Papier,20 x 14 cm,fol. 22v-23r,,FRAN126_1877_L.jpg,,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France","Bordeaux, musée.","44.837777777778,-0.57944444444444",,Papier,20 x 14 cm,fol. 23v-24r,,FRAN126_1878_L.jpg,,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Bordeaux,"44.837777777778,-0.57944444444444",,Papier,20 x 14 cm,fol. 24v-25r,,FRAN126_1879_L.jpg,Bordeaux,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Bordeaux,"44.837777777778,-0.57944444444444",,Papier,20 x 14 cm,fol. 25v-26r,,FRAN126_1880_L.jpg,Bordeaux,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Agen,"44.203055555556,0.61861111111111",,,,,,,,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Agen,"44.203055555556,0.61861111111111",,Papier,20 x 14 cm,fol. 26v-27r,,FRAN126_1881_L.jpg,Agen,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Agen,"44.203055555556,0.61861111111111",,Papier,20 x 14 cm,fol. 27v-28r,,FRAN126_1882_L.jpg,Agen,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Agen,"44.203055555556,0.61861111111111",,Papier,20 x 14 cm,fol. 28v-29r,,FRAN126_1883_L.jpg,Agen,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Agen,"44.203055555556,0.61861111111111",,Papier,20 x 14 cm,fol. 29v-30r,,FRAN126_1884_L.jpg,Agen,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Moirax,"44.140833333333,0.60888888888889",,Papier,20 x 14 cm,fol. 30v-31r,,FRAN126_1885_L.jpg,Moirax,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Moirax,"44.140833333333,0.60888888888889",,Papier,20 x 14 cm,fol. 31v-32r,,FRAN126_1886_L.jpg,Moirax,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Moirax,"44.140833333333,0.60888888888889",,Papier,20 x 14 cm,fol. 32v-33r,,FRAN126_1887_L.jpg,Moirax,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Moirax,"44.140833333333,0.60888888888889",,Papier,20 x 14 cm,fol. 33v-34r,,FRAN126_1888_L.jpg,Moirax,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Layrac,"44.134166666667,0.66166666666667",,,,,,,,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Layrac,"44.134166666667,0.66166666666667",,Papier,20 x 14 cm,fol. 34v-35r,,FRAN126_1889_L.jpg,Layrac,
93AJ/316,Carnet n°40,1867,93AJ/316/30,"Voyage en Picardie, Flandre, Guyenne, Armagnac, Languedoc, Auvergne, Lyonnais, Bresse, Franche-Comté et Île-de-France",Layrac,"44.134166666667,0.66166666666667",,Papier,20 x 14 cm,fol. 35v-36r,,FRAN126_1890_L.jpg,Layrac,
